contigName	contigLen	totalAvgDepth	minigut2.sorted	minigut2.sorted-var	minigut1.sorted	minigut1.sorted-var
k141_1350	688	2.32823	2.32823	0.401451	0	0
k141_1355	1055	4.25131	4.25131	1.79841	0	0
k141_1358	533	2.21016	2.21016	0.740451	0	0
k141_1361	686	6.75	0	0	6.75	5.2359
k141_1363	539	2.46469	2.46469	0.870328	0	0
k141_1366	630	1.80566	1.80566	0.190893	0	0
k141_1368	832	6.56933	0	0	6.56933	6.0079
k141_1369	512	2.22816	2.22816	0.385774	0	0
k141_662	13248	7.89131	0	0	7.89131	7.3267
k141_663	997	2.04571	2.04571	0.753481	0	0
k141_668	788	2.2311	2.2311	0.649566	0	0
k141_671	940	3.27619	3.27619	2.45998	0	0
k141_672	835	1.97687	1.97687	0.72018	0	0
k141_681	2236	6.83008	0	0	6.83008	4.40214
k141_1370	13502	8.57884	0	0	8.57884	9.70577
k141_682	3845	6.2201	0.0691589	0.064387	6.15094	4.33922
k141_1371	683	4.48326	0.413379	0.242914	4.06988	1.95511
k141_1372	621	2.24376	2.24376	0.588543	0	0
k141_1375	765	1.83308	1.83308	0.38023	0	0
k141_1378	662	4.59138	0	0	4.59138	2.43205
k141_686	3970	5.4465	0	0	5.4465	3.41571
k141_689	645	2.56147	2.56147	0.981971	0	0
k141_1384	4584	6.17015	0	0	6.17015	5.03088
k141_1386	505	1.24444	1.24444	0.185149	0	0
k141_1388	3696	5.64914	0	0	5.64914	4.13586
k141_1390	4765	6.93848	6.93848	8.31201	0	0
k141_1392	833	2.28377	2.28377	0.728114	0	0
k141_1393	729	3.13355	3.13355	1.81334	0	0
k141_1394	18659	6.2389	0	0	6.2389	5.72505
k141_1400	10407	5.74833	0.0293005	0.0284412	5.71903	5.54347
k141_690	47374	8.57325	0	0	8.57325	8.75829
k141_1401	2358	3.88795	3.88795	4.51869	0	0
k141_1402	533	3.42725	3.42725	3.00916	0	0
k141_691	9931	8.35466	0	0	8.35466	8.73401
k141_695	525	2.60706	2.60706	0.951366	0	0
k141_1404	23119	8.12037	0	0	8.12037	7.00175
k141_697	14196	6.2733	0.0214245	0.0209662	6.25188	6.75991
k141_1407	1999	5.16402	0.0795155	0.0732313	5.08451	4.25174
k141_1412	543	2.47404	2.47404	0.693328	0	0
k141_1413	3153	5.59644	0.148379	0.126403	5.44806	3.02002
k141_1415	747	2.82071	2.82071	1.85326	0	0
k141_1417	836	1.5625	1.5625	0.387925	0	0
k141_1420	1763	6.9304	0	0	6.9304	5.11599
k141_700	10590	6.1974	0.0143947	0.0141921	6.183	7.01486
k141_702	595	2.23636	2.23636	0.678836	0	0
k141_703	562	1.74459	1.74459	0.34677	0	0
k141_706	564	2.05172	2.05172	0.917404	0	0
k141_1422	4211	6.08138	0	0	6.08138	7.92449
k141_1423	576	3.10924	3.10924	1.89963	0	0
k141_1429	621	1.46641	1.46641	0.353196	0	0
k141_709	5298	8.0186	0	0	8.0186	7.36247
k141_1430	4019	5.82957	0	0	5.82957	7.1277
k141_1431	536	3.97248	3.97248	4.19235	0	0
k141_710	3252	4.53014	4.53014	3.97881	0	0
k141_1437	1067	5.67107	0	0	5.67107	3.03397
k141_1440	791	5.57245	0.437048	0.246393	5.1354	5.69069
k141_1444	573	6.40122	0	0	6.40122	5.7836
k141_1445	2086	6.41717	0	0	6.41717	5.49239
k141_1449	619	3.5896	3.5896	4.43936	0	0
k141_719	5589	6.47848	0.110038	0.0979428	6.36844	5.19835
k141_720	721	2.6248	2.6248	0.763839	0	0
k141_1451	7998	7.41751	0	0	7.41751	6.51859
k141_723	6500	6.21032	0.0471875	0.0449685	6.16314	7.82617
k141_1455	520	1.84048	1.84048	0.544898	0	0
k141_1461	570	2.35319	2.35319	0.408039	0	0
k141_1467	678	2.84256	2.84256	0.548826	0	0
k141_724	4284	5.57473	0	0	5.57473	3.9249
k141_726	729	2.1717	2.1717	0.734801	0	0
k141_1468	2465	6.44482	0	0	6.44482	5.21353
k141_1470	4127	8.2178	0	0	8.2178	37.3081
k141_728	6634	7.91483	0	0	7.91483	5.86791
k141_1472	1497	5.78657	0	0	5.78657	6.07888
k141_733	898	1.76692	1.76692	0.500183	0	0
k141_1473	2955	7.07797	0	0	7.07797	7.26762
k141_1477	543	2.74041	2.74041	0.436982	0	0
k141_736	7909	6.24105	0.0386733	0.0371823	6.20238	4.9736
k141_738	582	5.1	0	0	5.1	6.21844
k141_739	2811	6.46281	0	0	6.46281	4.45843
k141_1479	10386	8.40897	0	0	8.40897	9.26978
k141_740	1094	2.14085	2.14085	1.38196	0	0
k141_1484	556	2.05921	2.05921	0.627258	0	0
k141_742	1703	7.67304	0	0	7.67304	5.44734
k141_1486	670	1.72982	1.72982	0.408425	0	0
k141_743	728	2.42994	2.42994	0.97595	0	0
k141_744	1306	2.88143	2.88143	1.22492	0	0
k141_1487	1895	6.19721	0.252368	0.192129	5.94484	5.89203
k141_745	855	6.3053	0	0	6.3053	5.18905
k141_1490	748	2.04012	2.04012	0.959751	0	0
k141_748	555	1.77143	1.77143	0.379359	0	0
k141_749	766	3.34985	3.34985	0.844338	0	0
k141_1493	1094	4.94368	0	0	4.94368	3.18672
k141_1498	836	3.90217	3.90217	2.25436	0	0
k141_1499	811	2.60197	2.60197	0.439941	0	0
k141_755	3574	6.25	0	0	6.25	5.49778
k141_1504	612	3.16016	3.16016	1.78251	0	0
k141_756	639	3.31169	3.31169	1.06996	0	0
k141_1505	597	2.13078	2.13078	0.380039	0	0
k141_1509	502	2.31343	2.31343	1.16835	0	0
k141_1510	599	2.21643	2.21643	0.451056	0	0
k141_760	2909	5.19348	0.0537558	0.0508841	5.13972	6.02399
k141_761	531	2.16473	2.16473	0.770473	0	0
k141_766	618	2.41892	2.41892	0.8938	0	0
k141_768	508	5.22794	5.22794	2.03883	0	0
k141_771	734	5.17945	0	0	5.17945	2.21505
k141_774	508	1.89216	1.89216	0.268439	0	0
k141_775	2048	4.01984	0	0	4.01984	3.29783
k141_776	1992	6.53717	0	0	6.53717	3.96584
k141_779	1343	1.99839	1.99839	0.558772	0	0
k141_780	739	1.33959	1.33959	0.553774	0	0
k141_786	608	3.6616	0	0	3.6616	1.21478
k141_790	861	5.49422	0	0	5.49422	7.64363
k141_791	2694	6.90697	0	0	6.90697	7.34214
k141_1511	20088	6.26798	0.0151091	0.0148705	6.25287	6.63874
k141_1514	594	2.81377	2.81377	0.537254	0	0
k141_1517	909	2.63164	2.63164	1.21069	0	0
k141_1519	1573	5.24078	0	0	5.24078	3.61917
k141_1521	507	1.32187	1.32187	0.218807	0	0
k141_1523	1912	5.46339	0	0	5.46339	4.77589
k141_1524	503	1.25062	1.25062	0.188277	0	0
k141_1525	559	1.69935	1.69935	0.289322	0	0
k141_1538	818	2.32591	2.32591	1.16839	0	0
k141_1542	18450	8.07491	0	0	8.07491	9.9015
k141_1544	964	2.46296	2.46296	0.635941	0	0
k141_1546	615	1.56505	1.56505	0.366869	0	0
k141_1548	664	6.10653	0	0	6.10653	5.98861
k141_1551	6016	8.82154	0	0	8.82154	7.86692
k141_1552	583	2.25466	2.25466	0.605139	0	0
k141_1562	830	2.55205	2.55205	0.675615	0	0
k141_1564	566	2.37768	2.37768	0.644145	0	0
k141_1566	674	1.93031	1.93031	0.508223	0	0
k141_1569	579	2.13779	2.13779	0.755031	0	0
k141_1572	1558	5.50407	0	0	5.50407	5.14913
k141_1573	617	2.09478	2.09478	0.651852	0	0
k141_1575	2952	5.67003	0	0	5.67003	5.88932
k141_1576	541	3.52381	3.52381	3.49093	0	0
k141_1584	657	4.25135	4.25135	3.50867	0	0
